asset,resource,licenceCode,type,operation
http://w3id.org/polifonia/licences/1b6ddeb64d22500a3bf233c31b3898a2,The Lost Voices project,CC-BY-NC_v4,Must,Attribution
http://w3id.org/polifonia/licences/8414a361d4e69fdcb5f8158b381c5f84,Catalogo Generale dei Beni Culturali,CC-BY-SA_v4,Can,modify
http://w3id.org/polifonia/licences/8414a361d4e69fdcb5f8158b381c5f84,Catalogo Generale dei Beni Culturali,CC-BY-SA_v4,Can,distribute
http://w3id.org/polifonia/licences/8414a361d4e69fdcb5f8158b381c5f84,Catalogo Generale dei Beni Culturali,CC-BY-SA_v4,Can,ModifiedWorks
http://w3id.org/polifonia/licences/8414a361d4e69fdcb5f8158b381c5f84,Catalogo Generale dei Beni Culturali,CC-BY-SA_v4,Can,derive
http://w3id.org/polifonia/licences/8414a361d4e69fdcb5f8158b381c5f84,Catalogo Generale dei Beni Culturali,CC-BY-SA_v4,Can,DerivativeWorks
http://w3id.org/polifonia/licences/8414a361d4e69fdcb5f8158b381c5f84,Catalogo Generale dei Beni Culturali,CC-BY-SA_v4,Can,CommercialUse
http://w3id.org/polifonia/licences/8414a361d4e69fdcb5f8158b381c5f84,Catalogo Generale dei Beni Culturali,CC-BY-SA_v4,Can,present
http://w3id.org/polifonia/licences/8414a361d4e69fdcb5f8158b381c5f84,Catalogo Generale dei Beni Culturali,CC-BY-SA_v4,Can,reproduce
http://w3id.org/polifonia/licences/8414a361d4e69fdcb5f8158b381c5f84,Catalogo Generale dei Beni Culturali,CC-BY-SA_v4,Can,display
http://w3id.org/polifonia/licences/8414a361d4e69fdcb5f8158b381c5f84,Catalogo Generale dei Beni Culturali,CC-BY-SA_v4,Cannot,ChangeLicense
http://w3id.org/polifonia/licences/8414a361d4e69fdcb5f8158b381c5f84,Catalogo Generale dei Beni Culturali,CC-BY-SA_v4,Cannot,promote
http://w3id.org/polifonia/licences/8414a361d4e69fdcb5f8158b381c5f84,Catalogo Generale dei Beni Culturali,CC-BY-SA_v4,Must,Attribution
http://w3id.org/polifonia/licences/8414a361d4e69fdcb5f8158b381c5f84,Catalogo Generale dei Beni Culturali,CC-BY-SA_v4,Must,modificationNotice
http://w3id.org/polifonia/licences/8414a361d4e69fdcb5f8158b381c5f84,Catalogo Generale dei Beni Culturali,CC-BY-SA_v4,Must,Notice
http://w3id.org/polifonia/licences/dfad9f1ea57adec7ba93c021deeed03a,Common Thesaurus for Audiovisual Archives,CC-BY_v4,Can,CommercialUse
http://w3id.org/polifonia/licences/dfad9f1ea57adec7ba93c021deeed03a,Common Thesaurus for Audiovisual Archives,CC-BY_v4,Can,ModifiedWorks
http://w3id.org/polifonia/licences/dfad9f1ea57adec7ba93c021deeed03a,Common Thesaurus for Audiovisual Archives,CC-BY_v4,Can,derive
http://w3id.org/polifonia/licences/dfad9f1ea57adec7ba93c021deeed03a,Common Thesaurus for Audiovisual Archives,CC-BY_v4,Can,present
http://w3id.org/polifonia/licences/dfad9f1ea57adec7ba93c021deeed03a,Common Thesaurus for Audiovisual Archives,CC-BY_v4,Can,modify
http://w3id.org/polifonia/licences/dfad9f1ea57adec7ba93c021deeed03a,Common Thesaurus for Audiovisual Archives,CC-BY_v4,Can,reproduce
http://w3id.org/polifonia/licences/dfad9f1ea57adec7ba93c021deeed03a,Common Thesaurus for Audiovisual Archives,CC-BY_v4,Can,DerivativeWorks
http://w3id.org/polifonia/licences/dfad9f1ea57adec7ba93c021deeed03a,Common Thesaurus for Audiovisual Archives,CC-BY_v4,Can,distribute
http://w3id.org/polifonia/licences/dfad9f1ea57adec7ba93c021deeed03a,Common Thesaurus for Audiovisual Archives,CC-BY_v4,Can,chargeDistributionFee
http://w3id.org/polifonia/licences/dfad9f1ea57adec7ba93c021deeed03a,Common Thesaurus for Audiovisual Archives,CC-BY_v4,Can,display
http://w3id.org/polifonia/licences/dfad9f1ea57adec7ba93c021deeed03a,Common Thesaurus for Audiovisual Archives,CC-BY_v4,Cannot,ChangeLicense
http://w3id.org/polifonia/licences/dfad9f1ea57adec7ba93c021deeed03a,Common Thesaurus for Audiovisual Archives,CC-BY_v4,Cannot,promote
http://w3id.org/polifonia/licences/dfad9f1ea57adec7ba93c021deeed03a,Common Thesaurus for Audiovisual Archives,CC-BY_v4,Must,modificationNotice
http://w3id.org/polifonia/licences/dfad9f1ea57adec7ba93c021deeed03a,Common Thesaurus for Audiovisual Archives,CC-BY_v4,Must,Notice
http://w3id.org/polifonia/licences/dfad9f1ea57adec7ba93c021deeed03a,Common Thesaurus for Audiovisual Archives,CC-BY_v4,Must,Attribution
http://w3id.org/polifonia/licences/56a6ef116330db452e6d00bb99f60909,MIDI-LD,Cc010Universal,Can,present
http://w3id.org/polifonia/licences/56a6ef116330db452e6d00bb99f60909,MIDI-LD,Cc010Universal,Can,distribute
http://w3id.org/polifonia/licences/56a6ef116330db452e6d00bb99f60909,MIDI-LD,Cc010Universal,Can,DerivativeWorks
http://w3id.org/polifonia/licences/56a6ef116330db452e6d00bb99f60909,MIDI-LD,Cc010Universal,Can,chargeDistributionFee
http://w3id.org/polifonia/licences/56a6ef116330db452e6d00bb99f60909,MIDI-LD,Cc010Universal,Can,modify
http://w3id.org/polifonia/licences/56a6ef116330db452e6d00bb99f60909,MIDI-LD,Cc010Universal,Can,ModifiedWorks
http://w3id.org/polifonia/licences/56a6ef116330db452e6d00bb99f60909,MIDI-LD,Cc010Universal,Can,derive
http://w3id.org/polifonia/licences/56a6ef116330db452e6d00bb99f60909,MIDI-LD,Cc010Universal,Can,ChangeLicense
http://w3id.org/polifonia/licences/56a6ef116330db452e6d00bb99f60909,MIDI-LD,Cc010Universal,Can,display
http://w3id.org/polifonia/licences/56a6ef116330db452e6d00bb99f60909,MIDI-LD,Cc010Universal,Can,CommercialUse
http://w3id.org/polifonia/licences/56a6ef116330db452e6d00bb99f60909,MIDI-LD,Cc010Universal,Can,reproduce
http://w3id.org/polifonia/licences/56a6ef116330db452e6d00bb99f60909,MIDI-LD,Cc010Universal,Cannot,promote
http://w3id.org/polifonia/licences/dce788ef721dbb8b746b183021ff4d5b,CRIM (European side),GNU_GPL_v3,Can,reproduce
http://w3id.org/polifonia/licences/dce788ef721dbb8b746b183021ff4d5b,CRIM (European side),GNU_GPL_v3,Can,distribute
http://w3id.org/polifonia/licences/dce788ef721dbb8b746b183021ff4d5b,CRIM (European side),GNU_GPL_v3,Can,display
http://w3id.org/polifonia/licences/dce788ef721dbb8b746b183021ff4d5b,CRIM (European side),GNU_GPL_v3,Can,modify
http://w3id.org/polifonia/licences/dce788ef721dbb8b746b183021ff4d5b,CRIM (European side),GNU_GPL_v3,Can,CommercialUse
http://w3id.org/polifonia/licences/dce788ef721dbb8b746b183021ff4d5b,CRIM (European side),GNU_GPL_v3,Can,present
http://w3id.org/polifonia/licences/dce788ef721dbb8b746b183021ff4d5b,CRIM (European side),GNU_GPL_v3,Can,ModifiedWorks
http://w3id.org/polifonia/licences/dce788ef721dbb8b746b183021ff4d5b,CRIM (European side),GNU_GPL_v3,Can,derive
http://w3id.org/polifonia/licences/dce788ef721dbb8b746b183021ff4d5b,CRIM (European side),GNU_GPL_v3,Can,DerivativeWorks
http://w3id.org/polifonia/licences/dce788ef721dbb8b746b183021ff4d5b,CRIM (European side),GNU_GPL_v3,Cannot,ChangeLicense
http://w3id.org/polifonia/licences/dce788ef721dbb8b746b183021ff4d5b,CRIM (European side),GNU_GPL_v3,Cannot,promote
http://w3id.org/polifonia/licences/dce788ef721dbb8b746b183021ff4d5b,CRIM (European side),GNU_GPL_v3,Must,SourceCode
http://w3id.org/polifonia/licences/dce788ef721dbb8b746b183021ff4d5b,CRIM (European side),GNU_GPL_v3,Must,Notice
http://w3id.org/polifonia/licences/dce788ef721dbb8b746b183021ff4d5b,CRIM (European side),GNU_GPL_v3,Must,Attribution
http://w3id.org/polifonia/licences/dce788ef721dbb8b746b183021ff4d5b,CRIM (European side),GNU_GPL_v3,Must,modificationNotice
http://w3id.org/polifonia/licences/b6be2be069196525c72604617b272213,Neuma digital library,CC-BY-SA_v4,Can,modify
http://w3id.org/polifonia/licences/b6be2be069196525c72604617b272213,Neuma digital library,CC-BY-SA_v4,Can,distribute
http://w3id.org/polifonia/licences/b6be2be069196525c72604617b272213,Neuma digital library,CC-BY-SA_v4,Can,ModifiedWorks
http://w3id.org/polifonia/licences/b6be2be069196525c72604617b272213,Neuma digital library,CC-BY-SA_v4,Can,derive
http://w3id.org/polifonia/licences/b6be2be069196525c72604617b272213,Neuma digital library,CC-BY-SA_v4,Can,DerivativeWorks
http://w3id.org/polifonia/licences/b6be2be069196525c72604617b272213,Neuma digital library,CC-BY-SA_v4,Can,CommercialUse
http://w3id.org/polifonia/licences/b6be2be069196525c72604617b272213,Neuma digital library,CC-BY-SA_v4,Can,present
http://w3id.org/polifonia/licences/b6be2be069196525c72604617b272213,Neuma digital library,CC-BY-SA_v4,Can,reproduce
http://w3id.org/polifonia/licences/b6be2be069196525c72604617b272213,Neuma digital library,CC-BY-SA_v4,Can,display
http://w3id.org/polifonia/licences/b6be2be069196525c72604617b272213,Neuma digital library,CC-BY-SA_v4,Cannot,ChangeLicense
http://w3id.org/polifonia/licences/b6be2be069196525c72604617b272213,Neuma digital library,CC-BY-SA_v4,Cannot,promote
http://w3id.org/polifonia/licences/b6be2be069196525c72604617b272213,Neuma digital library,CC-BY-SA_v4,Must,Attribution
http://w3id.org/polifonia/licences/b6be2be069196525c72604617b272213,Neuma digital library,CC-BY-SA_v4,Must,modificationNotice
http://w3id.org/polifonia/licences/b6be2be069196525c72604617b272213,Neuma digital library,CC-BY-SA_v4,Must,Notice
http://w3id.org/polifonia/licences/315c2804cc6d214d939accc9fa454510,Josquin project,CC-BY-SA_v4,Can,modify
http://w3id.org/polifonia/licences/315c2804cc6d214d939accc9fa454510,Josquin project,CC-BY-SA_v4,Can,distribute
http://w3id.org/polifonia/licences/315c2804cc6d214d939accc9fa454510,Josquin project,CC-BY-SA_v4,Can,ModifiedWorks
http://w3id.org/polifonia/licences/315c2804cc6d214d939accc9fa454510,Josquin project,CC-BY-SA_v4,Can,derive
http://w3id.org/polifonia/licences/315c2804cc6d214d939accc9fa454510,Josquin project,CC-BY-SA_v4,Can,DerivativeWorks
http://w3id.org/polifonia/licences/315c2804cc6d214d939accc9fa454510,Josquin project,CC-BY-SA_v4,Can,CommercialUse
http://w3id.org/polifonia/licences/315c2804cc6d214d939accc9fa454510,Josquin project,CC-BY-SA_v4,Can,present
http://w3id.org/polifonia/licences/315c2804cc6d214d939accc9fa454510,Josquin project,CC-BY-SA_v4,Can,reproduce
http://w3id.org/polifonia/licences/315c2804cc6d214d939accc9fa454510,Josquin project,CC-BY-SA_v4,Can,display
http://w3id.org/polifonia/licences/315c2804cc6d214d939accc9fa454510,Josquin project,CC-BY-SA_v4,Cannot,ChangeLicense
http://w3id.org/polifonia/licences/315c2804cc6d214d939accc9fa454510,Josquin project,CC-BY-SA_v4,Cannot,promote
http://w3id.org/polifonia/licences/315c2804cc6d214d939accc9fa454510,Josquin project,CC-BY-SA_v4,Must,Attribution
http://w3id.org/polifonia/licences/315c2804cc6d214d939accc9fa454510,Josquin project,CC-BY-SA_v4,Must,modificationNotice
http://w3id.org/polifonia/licences/315c2804cc6d214d939accc9fa454510,Josquin project,CC-BY-SA_v4,Must,Notice
http://w3id.org/polifonia/licences/f96aa862d6716c49ca3874d8a2698e79,Gesualdo online,GNU_GPL_v3,Can,reproduce
http://w3id.org/polifonia/licences/f96aa862d6716c49ca3874d8a2698e79,Gesualdo online,GNU_GPL_v3,Can,distribute
http://w3id.org/polifonia/licences/f96aa862d6716c49ca3874d8a2698e79,Gesualdo online,GNU_GPL_v3,Can,display
http://w3id.org/polifonia/licences/f96aa862d6716c49ca3874d8a2698e79,Gesualdo online,GNU_GPL_v3,Can,modify
http://w3id.org/polifonia/licences/f96aa862d6716c49ca3874d8a2698e79,Gesualdo online,GNU_GPL_v3,Can,CommercialUse
http://w3id.org/polifonia/licences/f96aa862d6716c49ca3874d8a2698e79,Gesualdo online,GNU_GPL_v3,Can,present
http://w3id.org/polifonia/licences/f96aa862d6716c49ca3874d8a2698e79,Gesualdo online,GNU_GPL_v3,Can,ModifiedWorks
http://w3id.org/polifonia/licences/f96aa862d6716c49ca3874d8a2698e79,Gesualdo online,GNU_GPL_v3,Can,derive
http://w3id.org/polifonia/licences/f96aa862d6716c49ca3874d8a2698e79,Gesualdo online,GNU_GPL_v3,Can,DerivativeWorks
http://w3id.org/polifonia/licences/f96aa862d6716c49ca3874d8a2698e79,Gesualdo online,GNU_GPL_v3,Cannot,ChangeLicense
http://w3id.org/polifonia/licences/f96aa862d6716c49ca3874d8a2698e79,Gesualdo online,GNU_GPL_v3,Cannot,promote
http://w3id.org/polifonia/licences/f96aa862d6716c49ca3874d8a2698e79,Gesualdo online,GNU_GPL_v3,Must,SourceCode
http://w3id.org/polifonia/licences/f96aa862d6716c49ca3874d8a2698e79,Gesualdo online,GNU_GPL_v3,Must,Notice
http://w3id.org/polifonia/licences/f96aa862d6716c49ca3874d8a2698e79,Gesualdo online,GNU_GPL_v3,Must,Attribution
http://w3id.org/polifonia/licences/f96aa862d6716c49ca3874d8a2698e79,Gesualdo online,GNU_GPL_v3,Must,modificationNotice
http://w3id.org/polifonia/licences/4151d3d86c4c150bf845b56dc5bc371b,Dutch Song Database,CC-BY-NC-SA_v4,Can,derive
http://w3id.org/polifonia/licences/4151d3d86c4c150bf845b56dc5bc371b,Dutch Song Database,CC-BY-NC-SA_v4,Can,ModifiedWorks
http://w3id.org/polifonia/licences/4151d3d86c4c150bf845b56dc5bc371b,Dutch Song Database,CC-BY-NC-SA_v4,Can,modify
http://w3id.org/polifonia/licences/4151d3d86c4c150bf845b56dc5bc371b,Dutch Song Database,CC-BY-NC-SA_v4,Can,reproduce
http://w3id.org/polifonia/licences/4151d3d86c4c150bf845b56dc5bc371b,Dutch Song Database,CC-BY-NC-SA_v4,Can,display
http://w3id.org/polifonia/licences/4151d3d86c4c150bf845b56dc5bc371b,Dutch Song Database,CC-BY-NC-SA_v4,Can,present
http://w3id.org/polifonia/licences/4151d3d86c4c150bf845b56dc5bc371b,Dutch Song Database,CC-BY-NC-SA_v4,Can,DerivativeWorks
http://w3id.org/polifonia/licences/4151d3d86c4c150bf845b56dc5bc371b,Dutch Song Database,CC-BY-NC-SA_v4,Can,distribute
http://w3id.org/polifonia/licences/4151d3d86c4c150bf845b56dc5bc371b,Dutch Song Database,CC-BY-NC-SA_v4,Cannot,ChangeLicense
http://w3id.org/polifonia/licences/4151d3d86c4c150bf845b56dc5bc371b,Dutch Song Database,CC-BY-NC-SA_v4,Cannot,promote
http://w3id.org/polifonia/licences/4151d3d86c4c150bf845b56dc5bc371b,Dutch Song Database,CC-BY-NC-SA_v4,Cannot,CommercialUse
http://w3id.org/polifonia/licences/4151d3d86c4c150bf845b56dc5bc371b,Dutch Song Database,CC-BY-NC-SA_v4,Must,modificationNotice
http://w3id.org/polifonia/licences/4151d3d86c4c150bf845b56dc5bc371b,Dutch Song Database,CC-BY-NC-SA_v4,Must,Notice
http://w3id.org/polifonia/licences/4151d3d86c4c150bf845b56dc5bc371b,Dutch Song Database,CC-BY-NC-SA_v4,Must,Attribution
http://w3id.org/polifonia/licences/9755043f10c1148c97ca24b3a40419d2,CRIM (American side),CC-BY-NC_v4,Can,modify
http://w3id.org/polifonia/licences/9755043f10c1148c97ca24b3a40419d2,CRIM (American side),CC-BY-NC_v4,Can,chargeDistributionFee
http://w3id.org/polifonia/licences/9755043f10c1148c97ca24b3a40419d2,CRIM (American side),CC-BY-NC_v4,Can,reproduce
http://w3id.org/polifonia/licences/9755043f10c1148c97ca24b3a40419d2,CRIM (American side),CC-BY-NC_v4,Can,present
http://w3id.org/polifonia/licences/9755043f10c1148c97ca24b3a40419d2,CRIM (American side),CC-BY-NC_v4,Can,display
http://w3id.org/polifonia/licences/9755043f10c1148c97ca24b3a40419d2,CRIM (American side),CC-BY-NC_v4,Can,DerivativeWorks
http://w3id.org/polifonia/licences/9755043f10c1148c97ca24b3a40419d2,CRIM (American side),CC-BY-NC_v4,Can,ModifiedWorks
http://w3id.org/polifonia/licences/9755043f10c1148c97ca24b3a40419d2,CRIM (American side),CC-BY-NC_v4,Can,derive
http://w3id.org/polifonia/licences/9755043f10c1148c97ca24b3a40419d2,CRIM (American side),CC-BY-NC_v4,Can,distribute
http://w3id.org/polifonia/licences/9755043f10c1148c97ca24b3a40419d2,CRIM (American side),CC-BY-NC_v4,Cannot,CommercialUse
http://w3id.org/polifonia/licences/9755043f10c1148c97ca24b3a40419d2,CRIM (American side),CC-BY-NC_v4,Cannot,promote
http://w3id.org/polifonia/licences/9755043f10c1148c97ca24b3a40419d2,CRIM (American side),CC-BY-NC_v4,Cannot,ChangeLicense
http://w3id.org/polifonia/licences/9755043f10c1148c97ca24b3a40419d2,CRIM (American side),CC-BY-NC_v4,Must,modificationNotice
http://w3id.org/polifonia/licences/9755043f10c1148c97ca24b3a40419d2,CRIM (American side),CC-BY-NC_v4,Must,Notice
http://w3id.org/polifonia/licences/9755043f10c1148c97ca24b3a40419d2,CRIM (American side),CC-BY-NC_v4,Must,Attribution
http://w3id.org/polifonia/licences/0ae4fda3b3d812d0bfb42ff4b6ae8407,MusicBrainz,Cc010Universal,Can,present
http://w3id.org/polifonia/licences/0ae4fda3b3d812d0bfb42ff4b6ae8407,MusicBrainz,Cc010Universal,Can,distribute
http://w3id.org/polifonia/licences/0ae4fda3b3d812d0bfb42ff4b6ae8407,MusicBrainz,Cc010Universal,Can,DerivativeWorks
http://w3id.org/polifonia/licences/0ae4fda3b3d812d0bfb42ff4b6ae8407,MusicBrainz,Cc010Universal,Can,chargeDistributionFee
http://w3id.org/polifonia/licences/0ae4fda3b3d812d0bfb42ff4b6ae8407,MusicBrainz,Cc010Universal,Can,modify
